County	Year	Deaths
Indian River County, FL	2006	23.0
Indian River County, FL	2007	22.0
Indian River County, FL	2008	29.0
Indian River County, FL	2009	31.0
Indian River County, FL	2010	18.0
Indian River County, FL	2011	25.0
Indian River County, FL	2012	17.0
Indian River County, FL	2013	11.0
Indian River County, FL	2014	22.0
Indian River County, FL	2015	17.0
Island County, WA	2012	10.0
Island County, WA	2014	13.0
Island County, WA	2015	11.0
Jackson County, OH	2006	14.0
Jackson County, OH	2013	12.0
Jackson County, OR	2003	17.0
Jackson County, OR	2004	27.0
Jackson County, OR	2005	21.0
Jackson County, OR	2006	42.0
Jackson County, OR	2007	10.0
Jackson County, OR	2008	14.0
Jackson County, OR	2009	13.0
Jackson County, OR	2010	15.0
Jackson County, OR	2011	22.0
Jackson County, OR	2012	41.0
Jackson County, OR	2013	20.0
Jackson County, OR	2014	22.0
Jackson County, OR	2015	32.0
Jefferson County, IL	2015	10.0
Jefferson County, OH	2003	11.0
Jefferson County, OH	2005	12.0
Jefferson County, OH	2006	11.0
Jefferson County, OH	2008	15.0
Jefferson County, OH	2009	22.0
Jefferson County, OH	2010	13.0
Jefferson County, OH	2011	25.0
Jefferson County, OH	2012	14.0
Jefferson County, OH	2013	17.0
Jefferson County, OH	2014	21.0
Jefferson County, OH	2015	16.0
Jefferson County, TN	2005	13.0
Jefferson County, TN	2007	17.0
Jefferson County, TN	2008	10.0
Jefferson County, TN	2009	11.0
Jefferson County, TN	2011	10.0
Jefferson County, TX	2003	16.0
Jefferson County, TX	2004	17.0
Jefferson County, TX	2005	25.0
Jefferson County, TX	2006	51.0
Jefferson County, TX	2007	27.0
Jefferson County, TX	2008	37.0
Jefferson County, TX	2009	30.0
Jefferson County, TX	2010	34.0
Jefferson County, TX	2011	31.0
Jefferson County, TX	2012	30.0
Jefferson County, TX	2013	25.0
Jefferson County, TX	2014	29.0
Jefferson County, TX	2015	24.0
Jefferson County, WV	2007	11.0
Jefferson County, WV	2012	10.0
Jefferson County, WV	2013	16.0
Jefferson County, WV	2014	11.0
Jefferson County, WV	2015	16.0
Johnson County, KS	2003	28.0
Johnson County, KS	2004	25.0
Johnson County, KS	2005	22.0
Johnson County, KS	2006	23.0
Johnson County, KS	2007	37.0
Johnson County, KS	2008	25.0
Johnson County, KS	2009	37.0
Johnson County, KS	2010	34.0
Johnson County, KS	2011	39.0
Johnson County, KS	2012	40.0
Johnson County, KS	2013	49.0
Johnson County, KS	2014	53.0
Johnson County, KS	2015	39.0
Johnson County, TX	2006	10.0
Johnson County, TX	2008	13.0
Johnson County, TX	2010	11.0
Johnson County, TX	2011	12.0
Johnson County, TX	2012	13.0
Johnson County, TX	2013	11.0
Johnson County, TX	2014	15.0
Johnson County, TX	2015	13.0
Josephine County, OR	2007	13.0
Josephine County, OR	2014	12.0
Josephine County, OR	2015	11.0
Kanawha County, WV	2003	27.0
Kanawha County, WV	2004	29.0
Kanawha County, WV	2005	20.0
Kanawha County, WV	2006	36.0
Kanawha County, WV	2007	23.0
Kanawha County, WV	2008	54.0
Kanawha County, WV	2009	18.0
Kanawha County, WV	2010	40.0
Kanawha County, WV	2011	64.0
Kanawha County, WV	2012	53.0
Kanawha County, WV	2013	61.0
Kanawha County, WV	2014	76.0
Kanawha County, WV	2015	97.0
Kane County, IL	2004	19.0
Kane County, IL	2005	29.0
Kane County, IL	2006	20.0
Kane County, IL	2007	27.0
Kane County, IL	2008	22.0
Kane County, IL	2009	28.0
Kane County, IL	2010	25.0
Kane County, IL	2011	43.0
Kane County, IL	2012	41.0
Kane County, IL	2013	36.0
Kane County, IL	2014	34.0
Kane County, IL	2015	30.0
Kankakee County, IL	2008	15.0
Kankakee County, IL	2009	13.0
Kankakee County, IL	2011	11.0
Kankakee County, IL	2013	19.0
Kankakee County, IL	2014	20.0
Kankakee County, IL	2015	16.0
Kaufman County, TX	2008	10.0
Kaufman County, TX	2012	12.0
Kaufman County, TX	2013	11.0
Kaufman County, TX	2014	14.0
Kaufman County, TX	2015	13.0
Kendall County, IL	2008	11.0
Kendall County, IL	2011	11.0
Kendall County, IL	2013	13.0
Kerr County, TX	2011	10.0
King County, WA	2003	205.0
King County, WA	2004	245.0
King County, WA	2005	242.0
King County, WA	2006	274.0
King County, WA	2007	258.0
King County, WA	2008	245.0
King County, WA	2009	246.0
King County, WA	2010	238.0
King County, WA	2011	250.0
King County, WA	2012	261.0
King County, WA	2013	276.0
King County, WA	2014	309.0
King County, WA	2015	308.0
Kitsap County, WA	2003	23.0
Kitsap County, WA	2004	16.0
Kitsap County, WA	2005	16.0
Kitsap County, WA	2006	14.0
Kitsap County, WA	2007	23.0
Kitsap County, WA	2008	25.0
Kitsap County, WA	2009	24.0
Kitsap County, WA	2010	19.0
Kitsap County, WA	2011	25.0
Kitsap County, WA	2012	20.0
Kitsap County, WA	2013	16.0
Kitsap County, WA	2014	20.0
Kitsap County, WA	2015	29.0
Klamath County, OR	2015	10.0
Knox County, OH	2013	12.0
Knox County, TN	2003	74.0
Knox County, TN	2004	85.0
Knox County, TN	2005	85.0
Knox County, TN	2006	98.0
Knox County, TN	2007	99.0
Knox County, TN	2008	90.0
Knox County, TN	2009	62.0
Knox County, TN	2010	87.0
Knox County, TN	2011	84.0
Knox County, TN	2012	93.0
Knox County, TN	2013	92.0
Knox County, TN	2014	119.0
Knox County, TN	2015	139.0
LaSalle County, IL	2004	13.0
LaSalle County, IL	2005	21.0
LaSalle County, IL	2006	18.0
LaSalle County, IL	2007	18.0
LaSalle County, IL	2008	15.0
LaSalle County, IL	2009	21.0
LaSalle County, IL	2010	28.0
LaSalle County, IL	2011	24.0
LaSalle County, IL	2012	21.0
LaSalle County, IL	2013	24.0
LaSalle County, IL	2014	14.0
LaSalle County, IL	2015	25.0
Lake County, FL	2003	17.0
Lake County, FL	2004	10.0
Lake County, FL	2005	18.0
Lake County, FL	2006	16.0
Lake County, FL	2007	20.0
Lake County, FL	2008	24.0
Lake County, FL	2009	32.0
Lake County, FL	2010	34.0
Lake County, FL	2011	38.0
Lake County, FL	2012	26.0
Lake County, FL	2013	22.0
Lake County, FL	2014	40.0
Lake County, FL	2015	48.0
Lake County, IL	2003	37.0
Lake County, IL	2004	45.0
Lake County, IL	2005	51.0
Lake County, IL	2006	52.0
Lake County, IL	2007	64.0
Lake County, IL	2008	72.0
Lake County, IL	2009	81.0
Lake County, IL	2010	90.0
Lake County, IL	2011	82.0
Lake County, IL	2012	69.0
Lake County, IL	2013	62.0
Lake County, IL	2014	65.0
Lake County, IL	2015	66.0
Lake County, OH	2004	13.0
Lake County, OH	2005	19.0
Lake County, OH	2006	28.0
Lake County, OH	2007	30.0
Lake County, OH	2008	27.0
Lake County, OH	2009	16.0
Lake County, OH	2010	39.0
Lake County, OH	2011	43.0
Lake County, OH	2012	47.0
Lake County, OH	2013	43.0
Lake County, OH	2014	53.0
Lake County, OH	2015	51.0
Lancaster County, NE	2006	10.0
Lancaster County, NE	2007	11.0
Lancaster County, NE	2008	10.0
Lancaster County, NE	2009	10.0
Lancaster County, NE	2010	11.0
Lancaster County, NE	2011	12.0
Lancaster County, NE	2012	23.0
Lancaster County, NE	2013	18.0
Lancaster County, NE	2014	19.0
Lancaster County, NE	2015	17.0
Lane County, OR	2003	18.0
Lane County, OR	2004	36.0
Lane County, OR	2005	42.0
Lane County, OR	2006	50.0
Lane County, OR	2007	35.0
Lane County, OR	2008	39.0
Lane County, OR	2009	75.0
Lane County, OR	2010	61.0
Lane County, OR	2011	48.0
Lane County, OR	2012	34.0
Lane County, OR	2013	54.0
Lane County, OR	2014	71.0
Lane County, OR	2015	64.0
Laramie County, WY	2007	11.0
Laramie County, WY	2009	14.0
Laramie County, WY	2010	11.0
Laramie County, WY	2012	15.0
Laramie County, WY	2013	15.0
Laramie County, WY	2014	11.0
Laramie County, WY	2015	13.0
Lawrence County, OH	2008	15.0
Lawrence County, OH	2010	11.0
Lawrence County, OH	2011	17.0
Lawrence County, OH	2015	23.0
Lawrence County, TN	2007	13.0
Lawrence County, TN	2012	14.0
Leavenworth County, KS	2013	10.0
Leavenworth County, KS	2014	11.0
Lee County, FL	2003	77.0
Lee County, FL	2004	98.0
Lee County, FL	2005	81.0
Lee County, FL	2006	98.0
Lee County, FL	2007	98.0
Lee County, FL	2008	95.0
Lee County, FL	2009	93.0
Lee County, FL	2010	106.0
Lee County, FL	2011	96.0
Lee County, FL	2012	67.0
Lee County, FL	2013	60.0
Lee County, FL	2014	86.0
Lee County, FL	2015	102.0
Leon County, FL	2003	11.0
Leon County, FL	2005	16.0
Leon County, FL	2007	13.0
Leon County, FL	2008	14.0
Leon County, FL	2011	13.0
Leon County, FL	2013	11.0
Leon County, FL	2014	18.0
Leon County, FL	2015	14.0
Levy County, FL	2012	13.0
Lewis County, WA	2005	13.0
Lewis County, WA	2007	12.0
Lewis County, WA	2008	11.0
Lewis County, WA	2009	11.0
Lewis County, WA	2010	11.0
Lewis County, WA	2011	17.0
Lewis County, WA	2014	10.0
Liberty County, TX	2006	12.0
Liberty County, TX	2007	20.0
Liberty County, TX	2008	13.0
Liberty County, TX	2009	16.0
Liberty County, TX	2010	12.0
Liberty County, TX	2011	10.0
Liberty County, TX	2015	14.0
Licking County, OH	2003	11.0
Licking County, OH	2004	13.0
Licking County, OH	2006	24.0
Licking County, OH	2007	14.0
Licking County, OH	2008	27.0
Licking County, OH	2009	11.0
Licking County, OH	2010	22.0
Licking County, OH	2011	22.0
Licking County, OH	2012	13.0
Licking County, OH	2013	23.0
Licking County, OH	2014	23.0
Licking County, OH	2015	28.0
Lincoln County, OR	2014	12.0
Lincoln County, WV	2010	12.0
Lincoln County, WV	2011	14.0
Linn County, OR	2005	10.0
Linn County, OR	2006	10.0
Linn County, OR	2009	12.0
Linn County, OR	2010	12.0
Linn County, OR	2011	17.0
Linn County, OR	2012	11.0
Linn County, OR	2013	14.0
Linn County, OR	2014	23.0
Linn County, OR	2015	10.0
Logan County, WV	2004	14.0
Logan County, WV	2006	22.0
Logan County, WV	2007	16.0
Logan County, WV	2010	20.0
Logan County, WV	2011	24.0
Logan County, WV	2012	14.0
Logan County, WV	2013	21.0
Logan County, WV	2014	20.0
Logan County, WV	2015	17.0
Lorain County, OH	2003	13.0
Lorain County, OH	2004	13.0
Lorain County, OH	2005	14.0
Lorain County, OH	2006	18.0
Lorain County, OH	2007	29.0
Lorain County, OH	2008	18.0
Lorain County, OH	2009	21.0
Lorain County, OH	2010	34.0
Lorain County, OH	2011	25.0
Lorain County, OH	2012	70.0
Lorain County, OH	2013	69.0
Lorain County, OH	2014	71.0
Lorain County, OH	2015	63.0
Loudon County, TN	2012	10.0
Loudon County, TN	2014	10.0
Lubbock County, TX	2003	14.0
Lubbock County, TX	2004	17.0
Lubbock County, TX	2005	22.0
Lubbock County, TX	2006	18.0
Lubbock County, TX	2007	15.0
Lubbock County, TX	2008	18.0
Lubbock County, TX	2009	18.0
Lubbock County, TX	2010	19.0
Lubbock County, TX	2011	21.0
Lubbock County, TX	2012	19.0
Lubbock County, TX	2013	29.0
Lubbock County, TX	2014	27.0
Lubbock County, TX	2015	27.0
Lucas County, OH	2003	19.0
Lucas County, OH	2004	33.0
Lucas County, OH	2005	59.0
Lucas County, OH	2006	55.0
Lucas County, OH	2007	84.0
Lucas County, OH	2008	73.0
Lucas County, OH	2009	28.0
Lucas County, OH	2010	54.0
Lucas County, OH	2011	57.0
Lucas County, OH	2012	90.0
Lucas County, OH	2013	72.0
Lucas County, OH	2014	116.0
Lucas County, OH	2015	119.0
Macon County, IL	2012	10.0
Macon County, IL	2013	10.0
Macon County, IL	2015	13.0
Madison County, IL	2003	13.0
Madison County, IL	2004	24.0
Madison County, IL	2005	22.0
Madison County, IL	2006	30.0
Madison County, IL	2007	38.0
Madison County, IL	2008	32.0
Madison County, IL	2009	39.0
Madison County, IL	2010	57.0
Madison County, IL	2011	49.0
Madison County, IL	2012	56.0
Madison County, IL	2013	42.0
Madison County, IL	2014	79.0
Madison County, IL	2015	71.0
Madison County, OH	2010	11.0
Mahoning County, OH	2003	14.0
Mahoning County, OH	2004	16.0
Mahoning County, OH	2005	30.0
Mahoning County, OH	2006	27.0
Mahoning County, OH	2007	26.0
Mahoning County, OH	2008	42.0
Mahoning County, OH	2009	27.0
Mahoning County, OH	2010	50.0
Mahoning County, OH	2011	47.0
Mahoning County, OH	2012	47.0
Mahoning County, OH	2013	41.0
Mahoning County, OH	2014	48.0
Mahoning County, OH	2015	60.0
Manatee County, FL	2003	42.0
Manatee County, FL	2004	46.0
Manatee County, FL	2005	43.0
Manatee County, FL	2006	54.0
Manatee County, FL	2007	46.0
Manatee County, FL	2008	45.0
Manatee County, FL	2009	74.0
Manatee County, FL	2010	76.0
Manatee County, FL	2011	73.0
Manatee County, FL	2012	40.0
Manatee County, FL	2013	69.0
Manatee County, FL	2014	91.0
Manatee County, FL	2015	148.0
Marion County, FL	2003	43.0
Marion County, FL	2004	18.0
Marion County, FL	2005	28.0
Marion County, FL	2006	55.0
Marion County, FL	2007	30.0
Marion County, FL	2008	38.0
Marion County, FL	2009	53.0
Marion County, FL	2010	51.0
Marion County, FL	2011	46.0
Marion County, FL	2012	44.0
Marion County, FL	2013	45.0
Marion County, FL	2014	57.0
Marion County, FL	2015	42.0
Marion County, IL	2010	10.0
Marion County, OH	2011	13.0
Marion County, OH	2012	19.0
Marion County, OH	2013	18.0
Marion County, OH	2014	27.0
Marion County, OH	2015	22.0
Marion County, OR	2003	23.0
Marion County, OR	2004	23.0
Marion County, OR	2005	26.0
Marion County, OR	2006	23.0
Marion County, OR	2007	29.0
Marion County, OR	2008	19.0
Marion County, OR	2009	29.0
Marion County, OR	2010	42.0
Marion County, OR	2011	24.0
Marion County, OR	2012	41.0
Marion County, OR	2013	12.0
Marion County, OR	2014	11.0
Marion County, OR	2015	26.0
Marion County, WV	2007	12.0
Martin County, FL	2003	15.0
Martin County, FL	2004	16.0
Martin County, FL	2005	25.0
Martin County, FL	2006	17.0
Martin County, FL	2007	27.0
Martin County, FL	2008	22.0
Martin County, FL	2009	24.0
Martin County, FL	2010	20.0
Martin County, FL	2011	22.0
Martin County, FL	2012	17.0
Martin County, FL	2013	18.0
Martin County, FL	2014	16.0
Martin County, FL	2015	23.0
Mason County, WA	2012	14.0
Mason County, WA	2013	10.0
Mason County, WA	2015	10.0
Mason County, WV	2007	11.0
Mason County, WV	2014	12.0
Maury County, TN	2008	11.0
Maury County, TN	2010	13.0
Maury County, TN	2012	15.0
Maury County, TN	2014	18.0
Maury County, TN	2015	13.0
McDowell County, WV	2007	15.0
McDowell County, WV	2008	22.0
McDowell County, WV	2010	21.0
McDowell County, WV	2011	24.0
McDowell County, WV	2012	13.0
McDowell County, WV	2013	19.0
McDowell County, WV	2015	24.0
McHenry County, IL	2003	13.0
McHenry County, IL	2004	16.0
McHenry County, IL	2005	18.0
McHenry County, IL	2006	18.0
McHenry County, IL	2007	16.0
McHenry County, IL	2008	26.0
McHenry County, IL	2009	31.0
McHenry County, IL	2010	32.0
McHenry County, IL	2011	27.0
McHenry County, IL	2012	40.0
McHenry County, IL	2013	28.0
McHenry County, IL	2014	30.0
McHenry County, IL	2015	38.0
McLean County, IL	2003	10.0
McLean County, IL	2005	11.0
McLean County, IL	2007	13.0
McLean County, IL	2008	15.0
McLean County, IL	2009	19.0
McLean County, IL	2010	12.0
McLean County, IL	2011	10.0
McLean County, IL	2012	24.0
McLean County, IL	2013	10.0
McLean County, IL	2014	19.0
McLean County, IL	2015	18.0
McLennan County, TX	2004	11.0
McLennan County, TX	2005	10.0
McLennan County, TX	2006	15.0
McLennan County, TX	2007	12.0
McLennan County, TX	2009	12.0
McLennan County, TX	2010	14.0
McLennan County, TX	2012	20.0
McLennan County, TX	2013	11.0
McLennan County, TX	2014	13.0
McLennan County, TX	2015	21.0
McMinn County, TN	2007	10.0
McMinn County, TN	2010	18.0
McMinn County, TN	2011	12.0
McMinn County, TN	2014	11.0
McNairy County, TN	2015	10.0
Medina County, OH	2009	11.0
Medina County, OH	2011	12.0
Medina County, OH	2012	17.0
Medina County, OH	2013	14.0
Medina County, OH	2014	17.0
Medina County, OH	2015	27.0
Mercer County, WV	2003	11.0
Mercer County, WV	2004	12.0
Mercer County, WV	2006	16.0
Mercer County, WV	2007	21.0
Mercer County, WV	2008	26.0
Mercer County, WV	2010	28.0
Mercer County, WV	2011	46.0
Mercer County, WV	2012	34.0
Mercer County, WV	2013	21.0
Mercer County, WV	2014	37.0
Mercer County, WV	2015	30.0
Miami County, OH	2005	11.0
Miami County, OH	2007	12.0
Miami County, OH	2008	21.0
Miami County, OH	2010	14.0
Miami County, OH	2011	14.0
Miami County, OH	2012	16.0
Miami County, OH	2013	12.0
Miami County, OH	2014	19.0
Miami County, OH	2015	17.0
Miami-Dade County, FL	2003	111.0
Miami-Dade County, FL	2004	145.0
Miami-Dade County, FL	2005	154.0
Miami-Dade County, FL	2006	152.0
Miami-Dade County, FL	2007	149.0
Miami-Dade County, FL	2008	149.0
Miami-Dade County, FL	2009	155.0
Miami-Dade County, FL	2010	112.0
Miami-Dade County, FL	2011	133.0
Miami-Dade County, FL	2012	145.0
Miami-Dade County, FL	2013	124.0
Miami-Dade County, FL	2014	156.0
Miami-Dade County, FL	2015	202.0
Midland County, TX	2005	11.0
Midland County, TX	2006	11.0
Midland County, TX	2007	12.0
Midland County, TX	2008	15.0
Midland County, TX	2010	12.0
Midland County, TX	2011	14.0
Midland County, TX	2013	17.0
Midland County, TX	2014	17.0
Midland County, TX	2015	11.0
Mingo County, WV	2003	10.0
Mingo County, WV	2007	10.0
Mingo County, WV	2008	18.0
Mingo County, WV	2010	14.0
Mingo County, WV	2011	14.0
Mingo County, WV	2012	18.0
Mingo County, WV	2013	12.0
Mingo County, WV	2014	25.0
Mingo County, WV	2015	12.0
Monongalia County, WV	2008	13.0
Monongalia County, WV	2014	13.0
Monongalia County, WV	2015	10.0
Monroe County, FL	2003	17.0
Monroe County, FL	2004	14.0
Monroe County, FL	2006	15.0
Monroe County, FL	2007	17.0
Monroe County, FL	2008	18.0
Monroe County, FL	2010	16.0
Monroe County, FL	2011	20.0
Monroe County, FL	2014	10.0
Monroe County, FL	2015	19.0
Monroe County, TN	2015	11.0
Montgomery County, OH	2003	52.0
Montgomery County, OH	2004	137.0
Montgomery County, OH	2005	131.0
Montgomery County, OH	2006	142.0
Montgomery County, OH	2007	131.0
Montgomery County, OH	2008	164.0
Montgomery County, OH	2009	92.0
Montgomery County, OH	2010	130.0
Montgomery County, OH	2011	131.0
Montgomery County, OH	2012	168.0
Montgomery County, OH	2013	212.0
Montgomery County, OH	2014	264.0
Montgomery County, OH	2015	258.0
Montgomery County, TN	2005	14.0
Montgomery County, TN	2007	15.0
Montgomery County, TN	2009	15.0
Montgomery County, TN	2010	17.0
Montgomery County, TN	2011	18.0
Montgomery County, TN	2012	23.0
Montgomery County, TN	2013	22.0
Montgomery County, TN	2014	22.0
Montgomery County, TN	2015	33.0
Montgomery County, TX	2003	57.0
Montgomery County, TX	2004	28.0
Montgomery County, TX	2005	41.0
Montgomery County, TX	2006	73.0
Montgomery County, TX	2007	58.0
Montgomery County, TX	2008	51.0
Montgomery County, TX	2009	54.0
Montgomery County, TX	2010	30.0
Montgomery County, TX	2011	42.0
Montgomery County, TX	2012	33.0
Montgomery County, TX	2013	41.0
Montgomery County, TX	2014	31.0
Montgomery County, TX	2015	48.0
Morgan County, TN	2015	10.0
Multnomah County, OR	2003	147.0
Multnomah County, OR	2004	146.0
Multnomah County, OR	2005	157.0
Multnomah County, OR	2006	165.0
Multnomah County, OR	2007	178.0
Multnomah County, OR	2008	156.0
Multnomah County, OR	2009	146.0
Multnomah County, OR	2010	143.0
Multnomah County, OR	2011	160.0
Multnomah County, OR	2012	146.0
Multnomah County, OR	2013	141.0
Multnomah County, OR	2014	139.0
Multnomah County, OR	2015	147.0
Muskingum County, OH	2013	10.0
Muskingum County, OH	2015	13.0
Nacogdoches County, TX	2015	15.0
Nassau County, FL	2004	13.0
Nassau County, FL	2005	17.0
Nassau County, FL	2007	10.0
Nassau County, FL	2008	17.0
Nassau County, FL	2009	10.0
Nassau County, FL	2010	14.0
Nassau County, FL	2011	13.0
Nassau County, FL	2012	16.0
Nassau County, FL	2013	14.0
Natrona County, WY	2009	12.0
Natrona County, WY	2010	10.0
Natrona County, WY	2012	12.0
Natrona County, WY	2013	14.0
Natrona County, WY	2014	17.0
Natrona County, WY	2015	13.0
Nicholas County, WV	2011	13.0
Nicholas County, WV	2012	11.0
Nicholas County, WV	2013	10.0
Nueces County, TX	2003	37.0
Nueces County, TX	2004	29.0
Nueces County, TX	2005	37.0
Nueces County, TX	2006	59.0
Nueces County, TX	2007	37.0
Nueces County, TX	2008	40.0
Nueces County, TX	2009	53.0
Nueces County, TX	2010	45.0
Nueces County, TX	2011	58.0
Nueces County, TX	2012	49.0
Nueces County, TX	2013	53.0
Nueces County, TX	2014	56.0
Nueces County, TX	2015	53.0
Ohio County, WV	2015	13.0
Okaloosa County, FL	2003	20.0
Okaloosa County, FL	2004	22.0
Okaloosa County, FL	2005	21.0
Okaloosa County, FL	2006	27.0
Okaloosa County, FL	2007	29.0
Okaloosa County, FL	2008	16.0
Okaloosa County, FL	2009	16.0
Okaloosa County, FL	2010	13.0
Okaloosa County, FL	2011	16.0
Okaloosa County, FL	2012	14.0
Okaloosa County, FL	2014	17.0
Okaloosa County, FL	2015	39.0
Okeechobee County, FL	2008	11.0
Okeechobee County, FL	2011	10.0
Okeechobee County, FL	2012	10.0
Okeechobee County, FL	2015	10.0
Orange County, FL	2003	83.0
Orange County, FL	2004	97.0
Orange County, FL	2005	90.0
Orange County, FL	2006	108.0
Orange County, FL	2007	110.0
Orange County, FL	2008	120.0
Orange County, FL	2009	120.0
Orange County, FL	2010	149.0
Orange County, FL	2011	148.0
Orange County, FL	2012	131.0
Orange County, FL	2013	122.0
Orange County, FL	2014	177.0
Orange County, FL	2015	195.0
Orange County, TX	2003	17.0
Orange County, TX	2004	18.0
Orange County, TX	2005	19.0
Orange County, TX	2006	34.0
Orange County, TX	2007	21.0
Orange County, TX	2008	20.0
Orange County, TX	2009	29.0
Orange County, TX	2010	25.0
Orange County, TX	2011	16.0
Orange County, TX	2012	14.0
Orange County, TX	2013	10.0
Orange County, TX	2014	13.0
Orange County, TX	2015	12.0
Osceola County, FL	2003	12.0
Osceola County, FL	2004	13.0
Osceola County, FL	2005	16.0
Osceola County, FL	2006	13.0
Osceola County, FL	2007	26.0
Osceola County, FL	2008	18.0
Osceola County, FL	2009	15.0
Osceola County, FL	2010	22.0
Osceola County, FL	2011	35.0
Osceola County, FL	2012	29.0
Osceola County, FL	2013	27.0
Osceola County, FL	2014	36.0
Osceola County, FL	2015	37.0
Overton County, TN	2011	15.0
Palm Beach County, FL	2003	199.0
Palm Beach County, FL	2004	209.0
Palm Beach County, FL	2005	229.0
Palm Beach County, FL	2006	229.0
Palm Beach County, FL	2007	262.0
Palm Beach County, FL	2008	271.0
Palm Beach County, FL	2009	276.0
Palm Beach County, FL	2010	230.0
Palm Beach County, FL	2011	203.0
Palm Beach County, FL	2012	185.0
Palm Beach County, FL	2013	233.0
Palm Beach County, FL	2014	249.0
Palm Beach County, FL	2015	317.0
Parker County, TX	2003	13.0
Parker County, TX	2004	10.0
Parker County, TX	2008	10.0
Parker County, TX	2009	20.0
Parker County, TX	2010	17.0
Parker County, TX	2012	16.0
Parker County, TX	2014	13.0
Parker County, TX	2015	15.0
Pasco County, FL	2003	62.0
Pasco County, FL	2004	83.0
Pasco County, FL	2005	103.0
Pasco County, FL	2006	127.0
Pasco County, FL	2007	125.0
Pasco County, FL	2008	147.0
Pasco County, FL	2009	166.0
Pasco County, FL	2010	173.0
Pasco County, FL	2011	147.0
Pasco County, FL	2012	109.0
Pasco County, FL	2013	99.0
Pasco County, FL	2014	105.0
Pasco County, FL	2015	113.0
Peoria County, IL	2005	12.0
Peoria County, IL	2006	14.0
Peoria County, IL	2007	11.0
Peoria County, IL	2008	18.0
Peoria County, IL	2009	22.0
Peoria County, IL	2010	17.0
Peoria County, IL	2011	30.0
Peoria County, IL	2012	23.0
Peoria County, IL	2013	26.0
Peoria County, IL	2014	23.0
Peoria County, IL	2015	33.0
Pickaway County, OH	2011	14.0
Pickaway County, OH	2012	12.0
Pickaway County, OH	2013	10.0
Pickaway County, OH	2015	10.0
Pierce County, WA	2003	87.0
Pierce County, WA	2004	72.0
Pierce County, WA	2005	85.0
Pierce County, WA	2006	68.0
Pierce County, WA	2007	125.0
Pierce County, WA	2008	129.0
Pierce County, WA	2009	102.0
Pierce County, WA	2010	113.0
Pierce County, WA	2011	139.0
Pierce County, WA	2012	109.0
Pierce County, WA	2013	122.0
Pierce County, WA	2014	136.0
Pierce County, WA	2015	156.0
Pike County, OH	2011	13.0
Pike County, OH	2015	12.0
Pinellas County, FL	2003	135.0
Pinellas County, FL	2004	182.0
Pinellas County, FL	2005	236.0
Pinellas County, FL	2006	290.0
Pinellas County, FL	2007	235.0
Pinellas County, FL	2008	264.0
Pinellas County, FL	2009	265.0
Pinellas County, FL	2010	284.0
Pinellas County, FL	2011	244.0
Pinellas County, FL	2012	221.0
Pinellas County, FL	2013	176.0
Pinellas County, FL	2014	201.0
Pinellas County, FL	2015	204.0
Polk County, FL	2003	42.0
Polk County, FL	2004	62.0
Polk County, FL	2005	60.0
Polk County, FL	2006	67.0
Polk County, FL	2007	82.0
Polk County, FL	2008	95.0
Polk County, FL	2009	103.0
Polk County, FL	2010	86.0
Polk County, FL	2011	112.0
Polk County, FL	2012	84.0
Polk County, FL	2013	88.0
Polk County, FL	2014	93.0
Polk County, FL	2015	96.0
Polk County, TX	2006	13.0
Polk County, TX	2009	11.0
Polk County, TX	2011	10.0
Portage County, OH	2004	10.0
Portage County, OH	2006	12.0
Portage County, OH	2007	11.0
Portage County, OH	2010	14.0
Portage County, OH	2012	17.0
Portage County, OH	2013	22.0
Portage County, OH	2014	30.0
Portage County, OH	2015	34.0
Potter County, TX	2008	10.0
Potter County, TX	2011	12.0
Potter County, TX	2013	15.0
Potter County, TX	2014	14.0
Potter County, TX	2015	14.0
Preble County, OH	2008	11.0
Preble County, OH	2012	11.0
Preble County, OH	2015	14.0
Putnam County, FL	2004	10.0
Putnam County, FL	2010	21.0
Putnam County, FL	2011	17.0
Putnam County, TN	2004	11.0
Putnam County, TN	2006	11.0
Putnam County, TN	2007	10.0
Putnam County, TN	2010	12.0
Putnam County, TN	2011	13.0
Putnam County, TN	2013	15.0
Putnam County, TN	2014	20.0
Putnam County, TN	2015	13.0
Putnam County, WV	2011	12.0
Putnam County, WV	2013	11.0
Putnam County, WV	2015	19.0
Raleigh County, WV	2003	14.0
Raleigh County, WV	2004	18.0
Raleigh County, WV	2005	10.0
Raleigh County, WV	2006	17.0
Raleigh County, WV	2007	19.0
Raleigh County, WV	2008	15.0
Raleigh County, WV	2009	10.0
Raleigh County, WV	2010	38.0
Raleigh County, WV	2011	52.0
Raleigh County, WV	2012	54.0
Raleigh County, WV	2013	33.0
Raleigh County, WV	2014	37.0
Raleigh County, WV	2015	55.0
Randall County, TX	2012	12.0
Randall County, TX	2015	11.0
Reno County, KS	2013	10.0
Reno County, KS	2014	10.0
Reno County, KS	2015	10.0
Richland County, OH	2005	13.0
Richland County, OH	2006	16.0
Richland County, OH	2007	11.0
Richland County, OH	2008	13.0
Richland County, OH	2009	11.0
Richland County, OH	2010	14.0
Richland County, OH	2011	15.0
Richland County, OH	2012	10.0
Richland County, OH	2013	22.0
Richland County, OH	2014	31.0
Richland County, OH	2015	36.0
Roane County, TN	2004	10.0
Roane County, TN	2005	14.0
Roane County, TN	2006	15.0
Roane County, TN	2009	14.0
