County	Year	Deaths
Fulton County, OH	2005	
Gallia County, OH	2005	
Geauga County, OH	2005	
Guernsey County, OH	2005	
Hancock County, OH	2005	
Hardin County, OH	2005	
Harrison County, OH	2005	
Henry County, OH	2005	
Highland County, OH	2005	
Hocking County, OH	2005	
Holmes County, OH	2005	
Huron County, OH	2005	
Jackson County, OH	2005	
Knox County, OH	2005	
Lawrence County, OH	2005	
Licking County, OH	2005	
Logan County, OH	2005	
Madison County, OH	2005	
Marion County, OH	2005	
Medina County, OH	2005	
Meigs County, OH	2005	
Mercer County, OH	2005	
Monroe County, OH	2005	
Morgan County, OH	2005	
Morrow County, OH	2005	
Muskingum County, OH	2005	
Noble County, OH	2005	
Ottawa County, OH	2005	
Paulding County, OH	2005	
Perry County, OH	2005	
Pickaway County, OH	2005	
Pike County, OH	2005	
Portage County, OH	2005	
Preble County, OH	2005	
Putnam County, OH	2005	
Sandusky County, OH	2005	
Seneca County, OH	2005	
Shelby County, OH	2005	
Tuscarawas County, OH	2005	
Union County, OH	2005	
Van Wert County, OH	2005	
Vinton County, OH	2005	
Washington County, OH	2005	
Wayne County, OH	2005	
Williams County, OH	2005	
Wood County, OH	2005	
Wyandot County, OH	2005	
Baker County, OR	2005	
Benton County, OR	2005	
Clatsop County, OR	2005	
Columbia County, OR	2005	
Coos County, OR	2005	
Crook County, OR	2005	
Curry County, OR	2005	
Deschutes County, OR	2005	
Douglas County, OR	2005	
Gilliam County, OR	2005	
Grant County, OR	2005	
Harney County, OR	2005	
Hood River County, OR	2005	
Jefferson County, OR	2005	
Josephine County, OR	2005	
Klamath County, OR	2005	
Lake County, OR	2005	
Lincoln County, OR	2005	
Malheur County, OR	2005	
Morrow County, OR	2005	
Polk County, OR	2005	
Sherman County, OR	2005	
Tillamook County, OR	2005	
Umatilla County, OR	2005	
Union County, OR	2005	
Wallowa County, OR	2005	
Wasco County, OR	2005	
Wheeler County, OR	2005	
Yamhill County, OR	2005	
Bedford County, TN	2005	
Benton County, TN	2005	
Bledsoe County, TN	2005	
Bradley County, TN	2005	
Campbell County, TN	2005	
Cannon County, TN	2005	
Carroll County, TN	2005	
Carter County, TN	2005	
Cheatham County, TN	2005	
Chester County, TN	2005	
Claiborne County, TN	2005	
Clay County, TN	2005	
Cocke County, TN	2005	
Coffee County, TN	2005	
Crockett County, TN	2005	
Cumberland County, TN	2005	
Decatur County, TN	2005	
DeKalb County, TN	2005	
Dickson County, TN	2005	
Dyer County, TN	2005	
Fayette County, TN	2005	
Fentress County, TN	2005	
Franklin County, TN	2005	
Gibson County, TN	2005	
Giles County, TN	2005	
Grainger County, TN	2005	
Greene County, TN	2005	
Grundy County, TN	2005	
Hamblen County, TN	2005	
Hancock County, TN	2005	
Hardeman County, TN	2005	
Hardin County, TN	2005	
Hawkins County, TN	2005	
Haywood County, TN	2005	
Henderson County, TN	2005	
Henry County, TN	2005	
Hickman County, TN	2005	
Houston County, TN	2005	
Humphreys County, TN	2005	
Jackson County, TN	2005	
Johnson County, TN	2005	
Lake County, TN	2005	
Lauderdale County, TN	2005	
Lawrence County, TN	2005	
Lewis County, TN	2005	
Lincoln County, TN	2005	
Loudon County, TN	2005	
McMinn County, TN	2005	
McNairy County, TN	2005	
Macon County, TN	2005	
Madison County, TN	2005	
Marion County, TN	2005	
Marshall County, TN	2005	
Maury County, TN	2005	
Meigs County, TN	2005	
Monroe County, TN	2005	
Moore County, TN	2005	
Morgan County, TN	2005	
Obion County, TN	2005	
Overton County, TN	2005	
Perry County, TN	2005	
Pickett County, TN	2005	
Polk County, TN	2005	
Putnam County, TN	2005	
Rhea County, TN	2005	
Robertson County, TN	2005	
Scott County, TN	2005	
Sequatchie County, TN	2005	
Smith County, TN	2005	
Stewart County, TN	2005	
Tipton County, TN	2005	
Trousdale County, TN	2005	
Unicoi County, TN	2005	
Union County, TN	2005	
Van Buren County, TN	2005	
Warren County, TN	2005	
Wayne County, TN	2005	
Weakley County, TN	2005	
White County, TN	2005	
Williamson County, TN	2005	
Anderson County, TX	2005	
Andrews County, TX	2005	
Angelina County, TX	2005	
Aransas County, TX	2005	
Archer County, TX	2005	
Armstrong County, TX	2005	
Atascosa County, TX	2005	
Austin County, TX	2005	
Bailey County, TX	2005	
Bandera County, TX	2005	
Bastrop County, TX	2005	
Baylor County, TX	2005	
Bee County, TX	2005	
Blanco County, TX	2005	
Bosque County, TX	2005	
Bowie County, TX	2005	
Brazos County, TX	2005	
Brewster County, TX	2005	
Briscoe County, TX	2005	
Brooks County, TX	2005	
Brown County, TX	2005	
Burleson County, TX	2005	
Burnet County, TX	2005	
Caldwell County, TX	2005	
Calhoun County, TX	2005	
Callahan County, TX	2005	
Camp County, TX	2005	
Carson County, TX	2005	
Cass County, TX	2005	
Castro County, TX	2005	
Chambers County, TX	2005	
Cherokee County, TX	2005	
Childress County, TX	2005	
Clay County, TX	2005	
Cochran County, TX	2005	
Coke County, TX	2005	
Coleman County, TX	2005	
Collingsworth County, TX	2005	
Colorado County, TX	2005	
Comal County, TX	2005	
Comanche County, TX	2005	
Concho County, TX	2005	
Cooke County, TX	2005	
Coryell County, TX	2005	
Crane County, TX	2005	
Crockett County, TX	2005	
Crosby County, TX	2005	
Culberson County, TX	2005	
Dallam County, TX	2005	
Dawson County, TX	2005	
Deaf Smith County, TX	2005	
Delta County, TX	2005	
DeWitt County, TX	2005	
Dickens County, TX	2005	
Dimmit County, TX	2005	
Donley County, TX	2005	
Duval County, TX	2005	
Eastland County, TX	2005	
Edwards County, TX	2005	
Ellis County, TX	2005	
Erath County, TX	2005	
Falls County, TX	2005	
Fannin County, TX	2005	
Fayette County, TX	2005	
Fisher County, TX	2005	
Floyd County, TX	2005	
Foard County, TX	2005	
Franklin County, TX	2005	
Freestone County, TX	2005	
Frio County, TX	2005	
Gaines County, TX	2005	
Garza County, TX	2005	
Gillespie County, TX	2005	
Goliad County, TX	2005	
Gonzales County, TX	2005	
Gray County, TX	2005	
Grayson County, TX	2005	
Grimes County, TX	2005	
Guadalupe County, TX	2005	
Hale County, TX	2005	
Hall County, TX	2005	
Hamilton County, TX	2005	
Hansford County, TX	2005	
Hardeman County, TX	2005	
Harrison County, TX	2005	
Hartley County, TX	2005	
Haskell County, TX	2005	
Hays County, TX	2005	
Hemphill County, TX	2005	
Henderson County, TX	2005	
Hill County, TX	2005	
Hockley County, TX	2005	
Hood County, TX	2005	
Hopkins County, TX	2005	
Houston County, TX	2005	
Howard County, TX	2005	
Hudspeth County, TX	2005	
Hunt County, TX	2005	
Hutchinson County, TX	2005	
Jack County, TX	2005	
Jackson County, TX	2005	
Jasper County, TX	2005	
Jeff Davis County, TX	2005	
Jim Hogg County, TX	2005	
Jim Wells County, TX	2005	
Johnson County, TX	2005	
Jones County, TX	2005	
Karnes County, TX	2005	
Kaufman County, TX	2005	
Kendall County, TX	2005	
Kent County, TX	2005	
Kerr County, TX	2005	
Kimble County, TX	2005	
Kinney County, TX	2005	
Kleberg County, TX	2005	
Knox County, TX	2005	
Lamar County, TX	2005	
Lamb County, TX	2005	
Lampasas County, TX	2005	
La Salle County, TX	2005	
Lavaca County, TX	2005	
Lee County, TX	2005	
Leon County, TX	2005	
Liberty County, TX	2005	
Limestone County, TX	2005	
Lipscomb County, TX	2005	
Live Oak County, TX	2005	
Llano County, TX	2005	
Lynn County, TX	2005	
McCulloch County, TX	2005	
Madison County, TX	2005	
Marion County, TX	2005	
Martin County, TX	2005	
Mason County, TX	2005	
Matagorda County, TX	2005	
Maverick County, TX	2005	
Medina County, TX	2005	
Menard County, TX	2005	
Milam County, TX	2005	
Mills County, TX	2005	
Mitchell County, TX	2005	
Montague County, TX	2005	
Moore County, TX	2005	
Morris County, TX	2005	
Motley County, TX	2005	
Nacogdoches County, TX	2005	
Navarro County, TX	2005	
Newton County, TX	2005	
Nolan County, TX	2005	
Ochiltree County, TX	2005	
Oldham County, TX	2005	
Palo Pinto County, TX	2005	
Panola County, TX	2005	
Parker County, TX	2005	
Parmer County, TX	2005	
Pecos County, TX	2005	
Polk County, TX	2005	
Potter County, TX	2005	
Presidio County, TX	2005	
Rains County, TX	2005	
Randall County, TX	2005	
Reagan County, TX	2005	
Real County, TX	2005	
Red River County, TX	2005	
Reeves County, TX	2005	
Refugio County, TX	2005	
Roberts County, TX	2005	
Robertson County, TX	2005	
Rockwall County, TX	2005	
Runnels County, TX	2005	
Rusk County, TX	2005	
Sabine County, TX	2005	
San Augustine County, TX	2005	
San Jacinto County, TX	2005	
San Patricio County, TX	2005	
San Saba County, TX	2005	
Schleicher County, TX	2005	
Scurry County, TX	2005	
Shackelford County, TX	2005	
Shelby County, TX	2005	
Sherman County, TX	2005	
Smith County, TX	2005	
Somervell County, TX	2005	
Starr County, TX	2005	
Stephens County, TX	2005	
Stonewall County, TX	2005	
Sutton County, TX	2005	
Swisher County, TX	2005	
Terry County, TX	2005	
Throckmorton County, TX	2005	
Titus County, TX	2005	
Trinity County, TX	2005	
Tyler County, TX	2005	
Upshur County, TX	2005	
Upton County, TX	2005	
Uvalde County, TX	2005	
Val Verde County, TX	2005	
Van Zandt County, TX	2005	
Victoria County, TX	2005	
Walker County, TX	2005	
Waller County, TX	2005	
Ward County, TX	2005	
Washington County, TX	2005	
Wharton County, TX	2005	
Wheeler County, TX	2005	
Wilbarger County, TX	2005	
Willacy County, TX	2005	
Wilson County, TX	2005	
Winkler County, TX	2005	
Wise County, TX	2005	
Wood County, TX	2005	
Yoakum County, TX	2005	
Young County, TX	2005	
Zapata County, TX	2005	
Zavala County, TX	2005	
Adams County, WA	2005	
Asotin County, WA	2005	
Chelan County, WA	2005	
Columbia County, WA	2005	
Douglas County, WA	2005	
Ferry County, WA	2005	
Franklin County, WA	2005	
Garfield County, WA	2005	
Grays Harbor County, WA	2005	
Island County, WA	2005	
Jefferson County, WA	2005	
Kittitas County, WA	2005	
Klickitat County, WA	2005	
Lincoln County, WA	2005	
Mason County, WA	2005	
Okanogan County, WA	2005	
Pacific County, WA	2005	
Pend Oreille County, WA	2005	
San Juan County, WA	2005	
Skamania County, WA	2005	
Stevens County, WA	2005	
Wahkiakum County, WA	2005	
Walla Walla County, WA	2005	
Whitman County, WA	2005	
Barbour County, WV	2005	
Boone County, WV	2005	
Braxton County, WV	2005	
Brooke County, WV	2005	
Calhoun County, WV	2005	
Clay County, WV	2005	
Doddridge County, WV	2005	
Fayette County, WV	2005	
Gilmer County, WV	2005	
Grant County, WV	2005	
Greenbrier County, WV	2005	
Hampshire County, WV	2005	
Hancock County, WV	2005	
Hardy County, WV	2005	
Harrison County, WV	2005	
Jackson County, WV	2005	
Jefferson County, WV	2005	
Lewis County, WV	2005	
Lincoln County, WV	2005	
Logan County, WV	2005	
McDowell County, WV	2005	
Marion County, WV	2005	
Marshall County, WV	2005	
Mason County, WV	2005	
Mercer County, WV	2005	
Mineral County, WV	2005	
Mingo County, WV	2005	
Monongalia County, WV	2005	
Monroe County, WV	2005	
Morgan County, WV	2005	
Nicholas County, WV	2005	
Ohio County, WV	2005	
Pendleton County, WV	2005	
Pleasants County, WV	2005	
Pocahontas County, WV	2005	
Preston County, WV	2005	
Putnam County, WV	2005	
Randolph County, WV	2005	
Ritchie County, WV	2005	
Roane County, WV	2005	
Summers County, WV	2005	
Taylor County, WV	2005	
Tucker County, WV	2005	
Tyler County, WV	2005	
Upshur County, WV	2005	
Wayne County, WV	2005	
Webster County, WV	2005	
Wetzel County, WV	2005	
Wirt County, WV	2005	
Wood County, WV	2005	
Wyoming County, WV	2005	
Albany County, WY	2005	
Big Horn County, WY	2005	
Campbell County, WY	2005	
Carbon County, WY	2005	
Converse County, WY	2005	
Crook County, WY	2005	
Fremont County, WY	2005	
Goshen County, WY	2005	
Hot Springs County, WY	2005	
Johnson County, WY	2005	
Laramie County, WY	2005	
Lincoln County, WY	2005	
Natrona County, WY	2005	
Niobrara County, WY	2005	
Park County, WY	2005	
Platte County, WY	2005	
Sheridan County, WY	2005	
Sublette County, WY	2005	
Sweetwater County, WY	2005	
Teton County, WY	2005	
Uinta County, WY	2005	
Washakie County, WY	2005	
Weston County, WY	2005	
Alachua County, FL	2006	
Baker County, FL	2006	
Bradford County, FL	2006	
Calhoun County, FL	2006	
Columbia County, FL	2006	
DeSoto County, FL	2006	
Dixie County, FL	2006	
Flagler County, FL	2006	
Franklin County, FL	2006	
Gadsden County, FL	2006	
Gilchrist County, FL	2006	
Glades County, FL	2006	
Gulf County, FL	2006	
Hamilton County, FL	2006	
Hardee County, FL	2006	
Hendry County, FL	2006	
Highlands County, FL	2006	
Holmes County, FL	2006	
Jackson County, FL	2006	
Jefferson County, FL	2006	
Lafayette County, FL	2006	
Leon County, FL	2006	
Levy County, FL	2006	
Liberty County, FL	2006	
Madison County, FL	2006	
Nassau County, FL	2006	
Okeechobee County, FL	2006	
Putnam County, FL	2006	
Sumter County, FL	2006	
Suwannee County, FL	2006	
Taylor County, FL	2006	
Union County, FL	2006	
Wakulla County, FL	2006	
Washington County, FL	2006	
Adams County, IL	2006	
Alexander County, IL	2006	
Bond County, IL	2006	
Boone County, IL	2006	
Brown County, IL	2006	
Bureau County, IL	2006	
Calhoun County, IL	2006	
Carroll County, IL	2006	
Cass County, IL	2006	
Champaign County, IL	2006	
Christian County, IL	2006	
Clark County, IL	2006	
Clay County, IL	2006	
Clinton County, IL	2006	
Coles County, IL	2006	
Crawford County, IL	2006	
Cumberland County, IL	2006	
DeKalb County, IL	2006	
De Witt County, IL	2006	
Douglas County, IL	2006	
Edgar County, IL	2006	
Edwards County, IL	2006	
Effingham County, IL	2006	
Fayette County, IL	2006	
Ford County, IL	2006	
Franklin County, IL	2006	
Fulton County, IL	2006	
Gallatin County, IL	2006	
Greene County, IL	2006	
Grundy County, IL	2006	
Hamilton County, IL	2006	
Hancock County, IL	2006	
Hardin County, IL	2006	
Henderson County, IL	2006	
Henry County, IL	2006	
Iroquois County, IL	2006	
Jackson County, IL	2006	
Jasper County, IL	2006	
Jefferson County, IL	2006	
Jersey County, IL	2006	
Jo Daviess County, IL	2006	
Johnson County, IL	2006	
Kankakee County, IL	2006	
Kendall County, IL	2006	
Knox County, IL	2006	
Lawrence County, IL	2006	
Lee County, IL	2006	
Livingston County, IL	2006	
Logan County, IL	2006	
McDonough County, IL	2006	
McLean County, IL	2006	
Macon County, IL	2006	
Macoupin County, IL	2006	
Marion County, IL	2006	
Marshall County, IL	2006	
Mason County, IL	2006	
Massac County, IL	2006	
Menard County, IL	2006	
Mercer County, IL	2006	
Monroe County, IL	2006	
Montgomery County, IL	2006	
Morgan County, IL	2006	
Moultrie County, IL	2006	
Ogle County, IL	2006	
Perry County, IL	2006	
Piatt County, IL	2006	
Pike County, IL	2006	
Pope County, IL	2006	
Pulaski County, IL	2006	
Putnam County, IL	2006	
Randolph County, IL	2006	
Richland County, IL	2006	
Rock Island County, IL	2006	
Saline County, IL	2006	
Sangamon County, IL	2006	
Schuyler County, IL	2006	
Scott County, IL	2006	
Shelby County, IL	2006	
Stark County, IL	2006	
Stephenson County, IL	2006	
Tazewell County, IL	2006	
Union County, IL	2006	
Vermilion County, IL	2006	
Wabash County, IL	2006	
Warren County, IL	2006	
Washington County, IL	2006	
Wayne County, IL	2006	
White County, IL	2006	
Whiteside County, IL	2006	
Williamson County, IL	2006	
Woodford County, IL	2006	
Allen County, KS	2006	
Anderson County, KS	2006	
Atchison County, KS	2006	
Barber County, KS	2006	
Barton County, KS	2006	
Bourbon County, KS	2006	
Brown County, KS	2006	
Butler County, KS	2006	
Chase County, KS	2006	
Chautauqua County, KS	2006	
Cherokee County, KS	2006	
Cheyenne County, KS	2006	
Clark County, KS	2006	
Clay County, KS	2006	
Cloud County, KS	2006	
Coffey County, KS	2006	
Comanche County, KS	2006	
Cowley County, KS	2006	
Crawford County, KS	2006	
Decatur County, KS	2006	
Dickinson County, KS	2006	
Doniphan County, KS	2006	
Douglas County, KS	2006	
Edwards County, KS	2006	
Elk County, KS	2006	
Ellis County, KS	2006	
Ellsworth County, KS	2006	
Finney County, KS	2006	
Ford County, KS	2006	
Franklin County, KS	2006	
Geary County, KS	2006	
Gove County, KS	2006	
Graham County, KS	2006	
Grant County, KS	2006	
Gray County, KS	2006	
Greeley County, KS	2006	
Greenwood County, KS	2006	
Hamilton County, KS	2006	
Harper County, KS	2006	
Harvey County, KS	2006	
Haskell County, KS	2006	
Hodgeman County, KS	2006	
Jackson County, KS	2006	
Jefferson County, KS	2006	
Jewell County, KS	2006	
Kearny County, KS	2006	
Kingman County, KS	2006	
Kiowa County, KS	2006	
Labette County, KS	2006	
Lane County, KS	2006	
Leavenworth County, KS	2006	
Lincoln County, KS	2006	
Linn County, KS	2006	
Logan County, KS	2006	
Lyon County, KS	2006	
McPherson County, KS	2006	
Marion County, KS	2006	
Marshall County, KS	2006	
Meade County, KS	2006	
Miami County, KS	2006	
Mitchell County, KS	2006	
Montgomery County, KS	2006	
Morris County, KS	2006	
Morton County, KS	2006	
Nemaha County, KS	2006	
Neosho County, KS	2006	
Ness County, KS	2006	
Norton County, KS	2006	
Osage County, KS	2006	
Osborne County, KS	2006	
Ottawa County, KS	2006	
Pawnee County, KS	2006	
Phillips County, KS	2006	
Pottawatomie County, KS	2006	
Pratt County, KS	2006	
Rawlins County, KS	2006	
Reno County, KS	2006	
Republic County, KS	2006	
Rice County, KS	2006	
Riley County, KS	2006	
Rooks County, KS	2006	
Rush County, KS	2006	
Russell County, KS	2006	
Saline County, KS	2006	
Scott County, KS	2006	
Seward County, KS	2006	
Sheridan County, KS	2006	
Sherman County, KS	2006	
Smith County, KS	2006	
Stafford County, KS	2006	
Stanton County, KS	2006	
Stevens County, KS	2006	
Sumner County, KS	2006	
Thomas County, KS	2006	
Trego County, KS	2006	
Wabaunsee County, KS	2006	
Wallace County, KS	2006	
Washington County, KS	2006	
Wichita County, KS	2006	
Wilson County, KS	2006	
Woodson County, KS	2006	
Wyandotte County, KS	2006	
Adams County, NE	2006	
Antelope County, NE	2006	
Boone County, NE	2006	
Box Butte County, NE	2006	
Boyd County, NE	2006	
Brown County, NE	2006	
Buffalo County, NE	2006	
Burt County, NE	2006	
Butler County, NE	2006	
Cass County, NE	2006	
Cedar County, NE	2006	
Chase County, NE	2006	
Cherry County, NE	2006	
Cheyenne County, NE	2006	
Clay County, NE	2006	
Colfax County, NE	2006	
Cuming County, NE	2006	
Custer County, NE	2006	
Dakota County, NE	2006	
Dawes County, NE	2006	
Dawson County, NE	2006	
Deuel County, NE	2006	
Dixon County, NE	2006	
Dodge County, NE	2006	
Dundy County, NE	2006	
Fillmore County, NE	2006	
Franklin County, NE	2006	
Frontier County, NE	2006	
Furnas County, NE	2006	
Gage County, NE	2006	
Garden County, NE	2006	
Garfield County, NE	2006	
Gosper County, NE	2006	
Greeley County, NE	2006	
Hall County, NE	2006	
Hamilton County, NE	2006	
Harlan County, NE	2006	
Hitchcock County, NE	2006	
Holt County, NE	2006	
Hooker County, NE	2006	
Howard County, NE	2006	
Jefferson County, NE	2006	
Johnson County, NE	2006	
Kearney County, NE	2006	
Keith County, NE	2006	
Kimball County, NE	2006	
Knox County, NE	2006	
Lincoln County, NE	2006	
Madison County, NE	2006	
Merrick County, NE	2006	
Morrill County, NE	2006	
Nance County, NE	2006	
Nemaha County, NE	2006	
Nuckolls County, NE	2006	
Otoe County, NE	2006	
Pawnee County, NE	2006	
Perkins County, NE	2006	
Phelps County, NE	2006	
Pierce County, NE	2006	
Platte County, NE	2006	
Polk County, NE	2006	
Red Willow County, NE	2006	
Richardson County, NE	2006	
Rock County, NE	2006	
Saline County, NE	2006	
Sarpy County, NE	2006	
Saunders County, NE	2006	
Scotts Bluff County, NE	2006	
Seward County, NE	2006	
Sheridan County, NE	2006	
Sherman County, NE	2006	
Stanton County, NE	2006	
Thayer County, NE	2006	
Thurston County, NE	2006	
Valley County, NE	2006	
Washington County, NE	2006	
Wayne County, NE	2006	
Webster County, NE	2006	
York County, NE	2006	
Adams County, OH	2006	
Allen County, OH	2006	
Ashland County, OH	2006	
Ashtabula County, OH	2006	
Athens County, OH	2006	
Auglaize County, OH	2006	
Belmont County, OH	2006	
Brown County, OH	2006	
Carroll County, OH	2006	
Champaign County, OH	2006	
Clinton County, OH	2006	
Columbiana County, OH	2006	
Coshocton County, OH	2006	
Crawford County, OH	2006	
Darke County, OH	2006	
Defiance County, OH	2006	
Delaware County, OH	2006	
Erie County, OH	2006	
Fairfield County, OH	2006	
Fayette County, OH	2006	
Fulton County, OH	2006	
Gallia County, OH	2006	
Geauga County, OH	2006	
Guernsey County, OH	2006	
Hancock County, OH	2006	
Harrison County, OH	2006	
Henry County, OH	2006	
Highland County, OH	2006	
Hocking County, OH	2006	
Holmes County, OH	2006	
Huron County, OH	2006	
Knox County, OH	2006	
Lawrence County, OH	2006	
Logan County, OH	2006	
Madison County, OH	2006	
Marion County, OH	2006	
Medina County, OH	2006	
Meigs County, OH	2006	
Mercer County, OH	2006	
Miami County, OH	2006	
Monroe County, OH	2006	
Morgan County, OH	2006	
Morrow County, OH	2006	
Muskingum County, OH	2006	
Noble County, OH	2006	
Ottawa County, OH	2006	
Paulding County, OH	2006	
Perry County, OH	2006	
Pickaway County, OH	2006	
Pike County, OH	2006	
Preble County, OH	2006	
Putnam County, OH	2006	
Sandusky County, OH	2006	
Seneca County, OH	2006	
Shelby County, OH	2006	
Tuscarawas County, OH	2006	
Union County, OH	2006	
Van Wert County, OH	2006	
Vinton County, OH	2006	
Washington County, OH	2006	
Wayne County, OH	2006	
Williams County, OH	2006	
Wyandot County, OH	2006	
Baker County, OR	2006	
Benton County, OR	2006	
Clatsop County, OR	2006	
Columbia County, OR	2006	
Coos County, OR	2006	
Crook County, OR	2006	
Curry County, OR	2006	
Deschutes County, OR	2006	
Douglas County, OR	2006	
Gilliam County, OR	2006	
Grant County, OR	2006	
Harney County, OR	2006	
Hood River County, OR	2006	
Jefferson County, OR	2006	
Josephine County, OR	2006	
Klamath County, OR	2006	
Lake County, OR	2006	
Lincoln County, OR	2006	
Malheur County, OR	2006	
Morrow County, OR	2006	
Polk County, OR	2006	
Sherman County, OR	2006	
Tillamook County, OR	2006	
Umatilla County, OR	2006	
Union County, OR	2006	
Wallowa County, OR	2006	
Wasco County, OR	2006	
Wheeler County, OR	2006	
Yamhill County, OR	2006	
Bedford County, TN	2006	
Benton County, TN	2006	
Bledsoe County, TN	2006	
Bradley County, TN	2006	
Cannon County, TN	2006	
Carroll County, TN	2006	
Carter County, TN	2006	
Cheatham County, TN	2006	
Chester County, TN	2006	
Claiborne County, TN	2006	
Clay County, TN	2006	
Cocke County, TN	2006	
Coffee County, TN	2006	
Crockett County, TN	2006	
Cumberland County, TN	2006	
Decatur County, TN	2006	
DeKalb County, TN	2006	
Dickson County, TN	2006	
Dyer County, TN	2006	
Fayette County, TN	2006	
Fentress County, TN	2006	
Gibson County, TN	2006	
Giles County, TN	2006	
Grainger County, TN	2006	
Greene County, TN	2006	
Grundy County, TN	2006	
Hamblen County, TN	2006	
Hancock County, TN	2006	
Hardeman County, TN	2006	
Hardin County, TN	2006	
Haywood County, TN	2006	
Henderson County, TN	2006	
Hickman County, TN	2006	
Houston County, TN	2006	
Humphreys County, TN	2006	
Jackson County, TN	2006	
Jefferson County, TN	2006	
Johnson County, TN	2006	
Lake County, TN	2006	
Lauderdale County, TN	2006	
Lawrence County, TN	2006	
Lewis County, TN	2006	
Lincoln County, TN	2006	
Loudon County, TN	2006	
McMinn County, TN	2006	
McNairy County, TN	2006	
Macon County, TN	2006	
Madison County, TN	2006	
Marion County, TN	2006	
Marshall County, TN	2006	
Maury County, TN	2006	
Meigs County, TN	2006	
Monroe County, TN	2006	
Montgomery County, TN	2006	
Moore County, TN	2006	
Morgan County, TN	2006	
Obion County, TN	2006	
Overton County, TN	2006	
Perry County, TN	2006	
Pickett County, TN	2006	
Polk County, TN	2006	
Rhea County, TN	2006	
Robertson County, TN	2006	
Scott County, TN	2006	
Sequatchie County, TN	2006	
Sevier County, TN	2006	
Smith County, TN	2006	
Stewart County, TN	2006	
Tipton County, TN	2006	
Trousdale County, TN	2006	
Unicoi County, TN	2006	
Union County, TN	2006	
Van Buren County, TN	2006	
Warren County, TN	2006	
Wayne County, TN	2006	
Weakley County, TN	2006	
White County, TN	2006	
Williamson County, TN	2006	
Wilson County, TN	2006	
Andrews County, TX	2006	
Angelina County, TX	2006	
Archer County, TX	2006	
Armstrong County, TX	2006	
Atascosa County, TX	2006	
Austin County, TX	2006	
Bailey County, TX	2006	
Bandera County, TX	2006	
Bastrop County, TX	2006	
Baylor County, TX	2006	
Bee County, TX	2006	
Blanco County, TX	2006	
Bosque County, TX	2006	
Bowie County, TX	2006	
Brazos County, TX	2006	
Brewster County, TX	2006	
Briscoe County, TX	2006	
Brooks County, TX	2006	
Brown County, TX	2006	
Burleson County, TX	2006	
Burnet County, TX	2006	
Caldwell County, TX	2006	
Calhoun County, TX	2006	
Callahan County, TX	2006	
Cameron County, TX	2006	
Camp County, TX	2006	
Carson County, TX	2006	
Cass County, TX	2006	
Castro County, TX	2006	
Chambers County, TX	2006	
Cherokee County, TX	2006	
Childress County, TX	2006	
Clay County, TX	2006	
Cochran County, TX	2006	
Coke County, TX	2006	
Coleman County, TX	2006	
Collingsworth County, TX	2006	
Colorado County, TX	2006	
Comanche County, TX	2006	
Concho County, TX	2006	
Cooke County, TX	2006	
Coryell County, TX	2006	
Cottle County, TX	2006	
Crane County, TX	2006	
Crockett County, TX	2006	
Crosby County, TX	2006	
Culberson County, TX	2006	
Dallam County, TX	2006	
Dawson County, TX	2006	
Deaf Smith County, TX	2006	
Delta County, TX	2006	
DeWitt County, TX	2006	
Dickens County, TX	2006	
Dimmit County, TX	2006	
Donley County, TX	2006	
Duval County, TX	2006	
Eastland County, TX	2006	
Edwards County, TX	2006	
Ellis County, TX	2006	
Erath County, TX	2006	
Falls County, TX	2006	
Fannin County, TX	2006	
Fayette County, TX	2006	
Fisher County, TX	2006	
Floyd County, TX	2006	
Foard County, TX	2006	
Franklin County, TX	2006	
Freestone County, TX	2006	
Frio County, TX	2006	
Gaines County, TX	2006	
Garza County, TX	2006	
Gillespie County, TX	2006	
Goliad County, TX	2006	
Gonzales County, TX	2006	
Gray County, TX	2006	
Gregg County, TX	2006	
Grimes County, TX	2006	
Hale County, TX	2006	
Hall County, TX	2006	
Hamilton County, TX	2006	
Hansford County, TX	2006	
Hardeman County, TX	2006	
Hardin County, TX	2006	
Harrison County, TX	2006	
Hartley County, TX	2006	
Haskell County, TX	2006	
Hays County, TX	2006	
Hemphill County, TX	2006	
Henderson County, TX	2006	
Hill County, TX	2006	
Hockley County, TX	2006	
Hood County, TX	2006	
Hopkins County, TX	2006	
Houston County, TX	2006	
Howard County, TX	2006	
Hudspeth County, TX	2006	
Hunt County, TX	2006	
Hutchinson County, TX	2006	
Irion County, TX	2006	
Jack County, TX	2006	
Jackson County, TX	2006	
Jasper County, TX	2006	
Jeff Davis County, TX	2006	
Jim Hogg County, TX	2006	
Jim Wells County, TX	2006	
Jones County, TX	2006	
Karnes County, TX	2006	
Kaufman County, TX	2006	
Kendall County, TX	2006	
Kent County, TX	2006	
Kerr County, TX	2006	
Kimble County, TX	2006	
Kinney County, TX	2006	
Kleberg County, TX	2006	
Knox County, TX	2006	
Lamar County, TX	2006	
Lamb County, TX	2006	
Lampasas County, TX	2006	
La Salle County, TX	2006	
Lavaca County, TX	2006	
Lee County, TX	2006	
Leon County, TX	2006	
Limestone County, TX	2006	
Lipscomb County, TX	2006	
Live Oak County, TX	2006	
Llano County, TX	2006	
Lynn County, TX	2006	
McCulloch County, TX	2006	
Madison County, TX	2006	
Marion County, TX	2006	
Martin County, TX	2006	
Mason County, TX	2006	
